,0,1,2,3,4,5,6,7,8,9
0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
11,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
15,4.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,7.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
24,10.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
26,9.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28,5.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
29,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
31,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
35,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
36,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
38,6.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
39,6.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
40,5.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
42,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
45,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
46,7.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
48,5.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
49,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
52,5.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
54,6.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
55,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
56,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
